Field (Oe),Temperature (K),Long Moment (emu),Long Offset (cm)
-5.000000e+003,2.999977e+002,-7.925396e-005,5.505826e-001
-6.000000e+003,2.999994e+002,-7.121491e-005,7.050290e-001
-7.000000e+003,2.999994e+002,-6.871317e-005,8.995301e-001
-8.000000e+003,2.999994e+002,6.466089e-005,-6.707227e-001
-9.000000e+003,3.000012e+002,7.888250e-005,-4.920630e-001
-1.000000e+004,3.000012e+002,9.849588e-005,-3.766684e-001
-2.000000e+004,2.999977e+002,3.578499e-004,-1.000619e-001
-3.000000e+004,2.999994e+002,6.341118e-004,-5.662666e-002
-4.000000e+004,2.999994e+002,9.123094e-004,-3.846800e-002
-5.000000e+004,2.999959e+002,1.191516e-003,-2.751694e-002
-6.000000e+004,2.999959e+002,1.469957e-003,-2.091663e-002
-7.000000e+004,2.999977e+002,1.748698e-003,-1.629616e-002
-6.500000e+004,2.999959e+002,1.608688e-003,-1.902909e-002
-5.500000e+004,2.999959e+002,1.329266e-003,-2.512163e-002
-4.500000e+004,2.999959e+002,1.050186e-003,-3.304074e-002
-3.500000e+004,3.000012e+002,7.720982e-004,-4.702350e-002
-2.500000e+004,2.999977e+002,4.945252e-004,-7.371111e-002
-1.500000e+004,2.999977e+002,2.219555e-004,-1.640756e-001
-1.000000e+004,3.000012e+002,9.774460e-005,-3.795080e-001
-9.000000e+003,2.999977e+002,7.843856e-005,-4.973711e-001
-8.000000e+003,2.999994e+002,6.457006e-005,-6.785872e-001
-7.000000e+003,2.999994e+002,-6.930390e-005,8.962146e-001
-6.000000e+003,2.999959e+002,-7.195634e-005,6.990397e-001
-5.000000e+003,3.000012e+002,-7.997212e-005,5.441576e-001
-4.000000e+003,2.999994e+002,-8.876392e-005,4.337226e-001
-3.000000e+003,2.999994e+002,-9.465012e-005,3.558923e-001
-2.750000e+003,2.999977e+002,-9.516841e-005,3.384503e-001
-2.500000e+003,2.999959e+002,-9.490541e-005,3.230920e-001
-2.250000e+003,3.000012e+002,-9.440504e-005,3.083118e-001
-2.000000e+003,2.999959e+002,-9.286733e-005,2.928526e-001
-1.750000e+003,2.999941e+002,-9.021271e-005,2.760347e-001
-1.500000e+003,2.999959e+002,-8.593296e-005,2.557552e-001
-1.250000e+003,2.999994e+002,-7.967818e-005,2.356093e-001
-1.000000e+003,2.999977e+002,-7.185261e-005,2.104650e-001
-9.000000e+002,2.999994e+002,-6.848839e-005,1.997222e-001
-8.000000e+002,2.999977e+002,-6.509872e-005,1.894394e-001
-7.000000e+002,3.000012e+002,-6.083570e-005,1.795168e-001
-6.000000e+002,3.000012e+002,-5.687461e-005,1.650905e-001
-5.000000e+002,2.999994e+002,-5.247899e-005,1.512072e-001
-4.000000e+002,2.999977e+002,-4.720212e-005,1.356825e-001
-3.000000e+002,2.999977e+002,-4.135626e-005,1.167584e-001
-2.000000e+002,2.999994e+002,-3.489505e-005,9.638394e-002
-1.000000e+002,2.999994e+002,-2.696916e-005,7.794998e-002
-7.500000e+001,3.000012e+002,-2.462720e-005,7.298213e-002
-5.000000e+001,3.000030e+002,-2.253688e-005,6.181080e-002
-2.500000e+001,2.999994e+002,-1.987991e-005,5.136720e-002
0.000000e+000,2.999994e+002,-1.754502e-005,5.163001e-002
2.500000e+001,3.000012e+002,-1.497083e-005,2.656442e-002
5.000000e+001,2.999977e+002,-1.249323e-005,-5.992191e-003
7.500000e+001,2.999994e+002,-9.708559e-006,-1.995036e-002
1.000000e+002,3.000012e+002,-7.366646e-006,-8.228717e-002
2.000000e+002,2.999959e+002,4.609154e-006,6.485467e-001
3.000000e+002,2.999977e+002,1.332922e-005,3.021063e-001
4.000000e+002,2.999977e+002,2.247574e-005,2.412390e-001
5.000000e+002,2.999977e+002,3.068031e-005,2.353950e-001
6.000000e+002,2.999994e+002,3.836053e-005,2.239368e-001
7.000000e+002,2.999977e+002,4.521889e-005,2.222525e-001
8.000000e+002,3.000012e+002,5.156128e-005,2.250223e-001
9.000000e+002,2.999977e+002,5.748680e-005,2.289396e-001
1.000000e+003,2.999977e+002,6.195474e-005,2.390877e-001
1.250000e+003,3.000012e+002,7.247101e-005,2.560249e-001
1.500000e+003,2.999959e+002,8.060345e-005,2.728547e-001
1.750000e+003,2.999994e+002,8.629238e-005,2.886338e-001
2.000000e+003,2.999994e+002,8.976120e-005,3.022297e-001
3.000000e+003,3.000012e+002,9.290095e-005,3.634298e-001
4.000000e+003,3.000012e+002,8.820498e-005,4.458023e-001
5.000000e+003,3.000012e+002,7.913233e-005,5.501201e-001
