Field (Oe),Temperature (K),Long Moment (emu),Long Offset (cm)
7.000000e+004,3.047987e+002,3.844144e-003,-4.865558e-003
7.000000e+004,3.037382e+002,3.846752e-003,-4.481658e-003
7.000000e+004,3.026947e+002,3.851791e-003,-4.112952e-003
7.000000e+004,3.015675e+002,3.854518e-003,-3.553892e-003
7.000000e+004,3.001101e+002,3.857404e-003,-3.245489e-003
7.000000e+004,3.001101e+002,3.858097e-003,-3.339870e-003
7.000000e+004,3.000463e+002,3.851897e-003,-3.351414e-003
7.000000e+004,3.012382e+002,3.843464e-003,-4.847257e-003
7.000000e+004,3.022621e+002,3.840821e-003,-5.171700e-003
7.000000e+004,3.033424e+002,3.836446e-003,-5.827628e-003
7.000000e+004,3.043323e+002,3.832960e-003,-6.353003e-003
7.000000e+004,3.053311e+002,3.829587e-003,-6.949238e-003
7.000000e+004,3.063258e+002,3.825708e-003,-7.517559e-003
7.000000e+004,3.073311e+002,3.822165e-003,-8.160591e-003
7.000000e+004,3.083267e+002,3.819721e-003,-8.705711e-003
7.000000e+004,3.092687e+002,3.817309e-003,-9.097307e-003
7.000000e+004,3.103253e+002,3.815058e-003,-9.747695e-003
7.000000e+004,3.112671e+002,3.812521e-003,-1.011757e-002
7.000000e+004,3.122690e+002,3.810145e-003,-1.079472e-002
7.000000e+004,3.132623e+002,3.807689e-003,-1.159111e-002
7.000000e+004,3.142525e+002,3.806305e-003,-1.196733e-002
7.000000e+004,3.152495e+002,3.804484e-003,-1.251896e-002
7.000000e+004,3.162810e+002,3.802833e-003,-1.286328e-002
7.000000e+004,3.172459e+002,3.801906e-003,-1.362482e-002
7.000000e+004,3.182935e+002,3.800395e-003,-1.400575e-002
7.000000e+004,3.192350e+002,3.799402e-003,-1.451257e-002
7.000000e+004,3.202172e+002,3.799007e-003,-1.518525e-002
7.000000e+004,3.214027e+002,3.798087e-003,-1.559156e-002
7.000000e+004,3.222651e+002,3.798495e-003,-1.629341e-002
7.000000e+004,3.232132e+002,3.798332e-003,-1.680448e-002
7.000000e+004,3.242615e+002,3.798416e-003,-1.747397e-002
7.000000e+004,3.252728e+002,3.798714e-003,-1.785459e-002
7.000000e+004,3.262548e+002,3.799464e-003,-1.831798e-002
7.000000e+004,3.272495e+002,3.799652e-003,-1.875752e-002
7.000000e+004,3.283150e+002,3.801056e-003,-1.957249e-002
7.000000e+004,3.292626e+002,3.802926e-003,-2.000267e-002
7.000000e+004,3.302813e+002,3.805353e-003,-2.048510e-002
7.000000e+004,3.312826e+002,3.808408e-003,-2.106402e-002
7.000000e+004,3.322662e+002,3.810879e-003,-2.184479e-002
7.000000e+004,3.332870e+002,3.814133e-003,-2.237591e-002
7.000000e+004,3.342364e+002,3.816364e-003,-2.278134e-002
7.000000e+004,3.352296e+002,3.818959e-003,-2.347105e-002
7.000000e+004,3.362923e+002,3.822491e-003,-2.389223e-002
7.000000e+004,3.372781e+002,3.825537e-003,-2.450088e-002
7.000000e+004,3.382677e+002,3.830532e-003,-2.521010e-002
7.000000e+004,3.392359e+002,3.833083e-003,-2.555354e-002
7.000000e+004,3.403026e+002,3.837630e-003,-2.626398e-002
7.000000e+004,3.414627e+002,3.843160e-003,-2.714182e-002
7.000000e+004,3.423283e+002,3.846766e-003,-2.747754e-002
7.000000e+004,3.432268e+002,3.853342e-003,-2.793166e-002
7.000000e+004,3.442206e+002,3.857487e-003,-2.875101e-002
7.000000e+004,3.452872e+002,3.863589e-003,-2.918459e-002
7.000000e+004,3.462310e+002,3.869899e-003,-2.965266e-002
7.000000e+004,3.473157e+002,3.876984e-003,-3.053673e-002
7.000000e+004,3.482932e+002,3.883425e-003,-3.093034e-002
7.000000e+004,3.492643e+002,3.889211e-003,-3.176391e-002
7.000000e+004,3.502903e+002,3.897360e-003,-3.232920e-002
7.000000e+004,3.512409e+002,3.907612e-003,-3.290179e-002
7.000000e+004,3.522643e+002,3.916971e-003,-3.366992e-002
7.000000e+004,3.532863e+002,3.927258e-003,-3.412490e-002
7.000000e+004,3.542390e+002,3.938388e-003,-3.498590e-002
7.000000e+004,3.552656e+002,3.950594e-003,-3.548213e-002
7.000000e+004,3.562908e+002,3.965350e-003,-3.616505e-002
7.000000e+004,3.573172e+002,3.980879e-003,-3.696850e-002
7.000000e+004,3.582128e+002,3.995053e-003,-3.749933e-002
